Google,www.google.com
Yahoo,www.yahoo.com
GameMoca,www.gamemoca.weebly.com
GoogleIMAGES,www.google.com/imghp
Filelist,www.filelist.ro
YouTube,www.youtube.com
Example,www.example.com
